ros_time_s,camera_msg_age_s,lidar_msg_age_s,lidar_source,det_idx,color,class_name,camera_confidence,camera_x_body_m,camera_y_body_m,camera_range_m,camera_bearing_rad,camera_map_x_m,camera_map_y_m,lidar_has_cluster,lidar_x_body_m,lidar_y_body_m,lidar_z_body_m,lidar_range_m,lidar_bearing_rad,lidar_point_count,lidar_spread_x_m,lidar_spread_y_m,lidar_spread_z_m,lidar_spread_r_m,lidar_radius_m,cam_lidar_dx_m,cam_lidar_dy_m,cam_lidar_dist_m,raw_fused_x_body_m,raw_fused_y_body_m,raw_fused_range_m,raw_fused_bearing_rad,raw_fused_map_x_m,raw_fused_map_y_m,vehicle_x_m,vehicle_y_m,vehicle_yaw_rad,time_delta_s,color_code,nearest_gt_x_m,nearest_gt_y_m,nearest_gt_error_m,label_reliable_fusion,target_dx_m,target_dy_m,target_sigma_m
1783100894.8824892,0.0,0.0055127143859863,fau_objects,0,green,green_buoy,90.08820343017578,8.035056931790887,-0.2873823521762312,8.040194556940966,-0.0357508238794953,-27.6703351107003,34.03106875359746,1.0,6.831917388916016,-1.0579254627227783,-1.0221363306045532,6.913342280955734,-0.1536302526974274,1.0,0.6213330030441284,0.6213330030441284,0.0,0.3106665015220642,0.3106665015220642,-1.2031395428748717,-0.770543110546547,1.4287342107053722,7.132702274634734,-0.8652896850861416,7.184996031849703,-0.1207231095281505,-26.776727703204514,34.62241181307403,-19.63187789916992,33.86393356323242,-3.1266307830810547,0.0055127143859863,1.0,-27.54559,36.482525,2.0127519220235577,1,-0.7688622967954863,1.8601131869259717,1.357013557112957
1783100894.9121983,0.0,0.0352218151092529,fau_objects,0,green,green_buoy,90.08820343017578,8.035056931790887,-0.2873823521762312,8.040194556940966,-0.0357508238794953,-27.67025025884861,34.03510108531771,1.0,6.831917388916016,-1.0579254627227783,-1.0221363306045532,6.913342280955734,-0.1536302526974274,1.0,0.6213330030441284,0.6213330030441284,0.0,0.3106665015220642,0.3106665015220642,-1.2031395428748717,-0.770543110546547,1.4287342107053722,7.132702274634734,-0.8652896850861416,7.184996031849703,-0.1207231095281505,-26.776346326786975,34.62599580772366,-19.63187789916992,33.86393356323242,-3.1271324157714844,0.0352218151092529,1.0,-27.54559,36.482525,2.0095861440984586,1,-0.7692436732130261,1.8565291922763407,1.3552723792541523
1783100894.9424725,0.0,0.0654959678649902,fau_objects,0,green,green_buoy,90.08820343017578,8.035056931790887,-0.2873823521762312,8.040194556940966,-0.0357508238794953,-27.67025025884861,34.03510108531771,1.0,6.831917388916016,-1.0579254627227783,-1.0221363306045532,6.913342280955734,-0.1536302526974274,1.0,0.6213330030441284,0.6213330030441284,0.0,0.3106665015220642,0.3106665015220642,-1.2031395428748717,-0.770543110546547,1.4287342107053722,7.132702274634734,-0.8652896850861416,7.184996031849703,-0.1207231095281505,-26.776346326786975,34.62599580772366,-19.63187789916992,33.86393356323242,-3.1271324157714844,0.0654959678649902,1.0,-27.54559,36.482525,2.0095861440984586,1,-0.7692436732130261,1.8565291922763407,1.3552723792541523
1783100894.972378,0.0,0.0091516971588134,fau_objects,0,green,green_buoy,90.63211822509766,6.6765050576266045,-0.3597911421315442,6.686192447908597,-0.0538370692489512,-26.31288742960772,34.127146603694456,1.0,6.842677219390869,-1.0462793111801147,-1.002422571182251,6.922205712471588,-0.1517297699636274,1.0,0.6100530624389648,0.6100530624389648,0.0,0.3050265312194824,0.3050265312194824,0.1661721617642646,-0.6864881690485705,0.7063138067382426,6.801134178949804,-0.8746572689179721,6.857146014060826,-0.1279025689804961,-26.44494834845944,34.640156798628134,-19.63187789916992,33.86393356323242,-3.1271324157714844,0.0091516971588134,1.0,-27.54559,36.482525,2.1460970701559954,1,-1.1006416515405597,1.842368201371869,1.4303533885857975
1783100895.0019977,0.0,0.0387713909149169,fau_objects,0,green,green_buoy,90.49888610839844,6.67783607786366,-0.3621979803041836,6.687651460696343,-0.0541857308728927,-26.314365729176973,34.12668527409566,1.0,6.842677219390869,-1.0462793111801147,-1.002422571182251,6.922205712471588,-0.1517297699636274,1.0,0.6100530624389648,0.6100530624389648,0.0,0.3050265312194824,0.3050265312194824,0.1648411415272095,-0.6840813308759311,0.7036617576598708,6.801466934009067,-0.875258978461132,6.857552823988709,-0.1279834068944864,-26.44562030270277,34.637849057387875,-19.63187789916992,33.86393356323242,-3.126706123352051,0.0387713909149169,1.0,-27.54559,36.482525,2.1477343104360234,1,-1.0999696972972295,1.8446759426121275,1.431253870739813
1783100895.0320425,0.0,0.0688161849975586,fau_objects,0,green,green_buoy,90.36341857910156,6.678777309546435,-0.3577319952537816,6.688350957518645,-0.0535113632861583,-26.31524037600309,34.122205772730474,1.0,6.842677219390869,-1.0462793111801147,-1.002422571182251,6.922205712471588,-0.1517297699636274,1.0,0.6100530624389648,0.6100530624389648,0.0,0.3050265312194824,0.3050265312194824,0.1638999098444342,-0.6885473159263331,0.7077856926474081,6.80170224192976,-0.8741424821985314,6.857643798496429,-0.1278175484492061,-26.445838964409305,34.63672918204658,-19.63187789916992,33.86393356323242,-3.126706123352051,0.0688161849975586,1.0,-27.54559,36.482525,2.1485843110888516,1,-1.099751035590696,1.845795817953423,1.4317213710988685
1783100895.065736,0.0,0.0142233371734619,fau_objects,0,green,green_buoy,89.87698364257812,6.6804222187171804,-0.3593424906061121,6.6900798235809695,-0.053738596865694,-26.31690907671631,34.123791603550444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.6804222187171804,-0.3593424906061121,6.6900798235809695,-0.053738596865694,-26.31690907671631,34.123791603550444,-19.63187789916992,33.86393356323242,-3.126706123352051,0.0142233371734619,1.0,-27.54559,36.482525,2.6595638828138215,0,-1.2286809232836902,2.3587333964495585,1.7127601355476019
1783100895.093797,0.0,0.0422842502593994,fau_objects,0,green,green_buoy,89.87698364257812,6.6804222187171804,-0.3593424906061121,6.6900798235809695,-0.053738596865694,-26.317158206949607,34.117301383403735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.6804222187171804,-0.3593424906061121,6.6900798235809695,-0.053738596865694,-26.317158206949607,34.117301383403735,-19.63187789916992,33.86393356323242,-3.125735282897949,0.0422842502593994,1.0,-27.54559,36.482525,2.6652068262485247,0,-1.2284317930503938,2.3652236165962677,1.7158637544366886
1783100895.1222272,0.0,0.0707144737243652,fau_objects,0,green,green_buoy,89.8056640625,6.680987577234552,-0.3703355511604496,6.691243787788316,-0.0553745900485925,-26.317897808117667,34.128284097126524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.680987577234552,-0.3703355511604496,6.691243787788316,-0.0553745900485925,-26.317897808117667,34.128284097126524,-19.63187789916992,33.86393356323242,-3.125735282897949,0.0707144737243652,1.0,-27.54559,36.482525,2.6551230379723227,0,-1.2276921918823334,2.354240902873478,1.7103176708847776
1783100895.152248,0.0,0.0099818706512451,fau_objects,0,green,green_buoy,89.66165924072266,6.679595869899575,-0.3685298836683069,6.689754499257506,-0.0551166024087693,-26.31647764381696,34.12650072454699,1.0,6.855103595733643,-1.0232312679290771,-1.024977684020996,6.931049526291676,-0.1481716473812956,1.0,0.605278491973877,0.605278491973877,0.0,0.3026392459869385,0.3026392459869385,0.1755077258340671,-0.6547013842607702,0.6778177220908397,6.811226664275126,-0.8595559218638846,6.865249089067616,-0.1255333400518656,-26.45587794443805,34.6153777974403,-19.63187789916992,33.86393356323242,-3.125735282897949,0.0099818706512451,1.0,-27.54559,36.482525,2.161876740256845,1,-1.0897120555619502,1.8671472025596998,1.439032207141265
1783100895.182094,0.0,0.039827823638916,fau_objects,0,green,green_buoy,89.73388671875,6.67478625914467,-0.3679857010324623,6.684922219549817,-0.0550749562895505,-26.31166000880848,34.1260328749131,1.0,6.855103595733643,-1.0232312679290771,-1.024977684020996,6.931049526291676,-0.1481716473812956,1.0,0.605278491973877,0.605278491973877,0.0,0.3026392459869385,0.3026392459869385,0.1803173365889723,-0.6552455668966148,0.6796036306643799,6.8100242615864,-0.8594198762049234,6.864039114618409,-0.1255356084508286,-26.45467353568593,34.615260835031826,-19.63187789916992,33.86393356323242,-3.125735282897949,0.039827823638916,1.0,-27.54559,36.482525,2.1625850720574697,1,-1.0909164643140699,1.8672641649681765,1.4394217896316084
1783100895.2129006,0.0,0.0706346035003662,fau_objects,0,green,green_buoy,89.8056640625,8.118386556858907,-0.3461028605210622,8.125760732180604,-0.0426061764234615,-27.755096216535627,34.06718622634551,1.0,6.855103595733643,-1.0232312679290771,-1.024977684020996,6.931049526291676,-0.1481716473812956,1.0,0.605278491973877,0.605278491973877,0.0,0.3026392459869385,0.3026392459869385,-1.263282961125264,-0.6771284074080149,1.4333131967537067,7.170924336014959,-0.8539491660770734,7.221591584345885,-0.1185267682852288,-26.8167132272929,34.59161915389041,-19.63187789916992,33.86393356323242,-3.124002456665039,0.0706346035003662,1.0,-27.54559,36.482525,2.0265207298824603,1,-0.7288767727070997,1.8909058461095896,1.3645864014353533
1783100895.242124,0.0,0.0085499286651611,fau_objects,0,green,green_buoy,89.5889663696289,8.120873818506402,-0.356908503771827,8.128713013519876,-0.0439212553886305,-27.757773156985884,34.077946448759185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,8.120873818506402,-0.356908503771827,8.128713013519876,-0.0439212553886305,-27.757773156985884,34.077946448759185,-19.63187789916992,33.86393356323242,-3.124002456665039,0.0085499286651611,1.0,-27.54559,36.482525,2.413922057812945,1,0.21218315698588341,2.4045785512408173,1.5776571317971197
1783100895.2752106,0.0,0.0416364669799804,fau_objects,0,green,green_buoy,89.87698364257812,6.671178559622423,-0.3714787974983641,6.681513292013774,-0.0556266866495161,-26.3085584521877,34.11801359847913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.671178559622423,-0.3714787974983641,6.681513292013774,-0.0556266866495161,-26.3085584521877,34.11801359847913,-19.63187789916992,33.86393356323242,-3.124002456665039,0.0416364669799804,1.0,-27.54559,36.482525,2.668550396414708,0,-1.2370315478123004,2.364511401520872,1.7177027180280895
1783100895.3069675,0.0,0.0733933448791503,fau_objects,0,green,green_buoy,90.01824951171875,8.123191165777955,-0.3552351709229732,8.130954848136453,-0.0437031423573243,-27.73820874899149,34.05410286801252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,8.123191165777955,-0.3552351709229732,8.130954848136453,-0.0437031423573243,-27.73820874899149,34.05410286801252,-19.609718322753903,33.85392761230469,-3.12251091003418,0.0733933448791503,1.0,-27.54559,36.482525,2.4360492674799645,1,0.1926187489914888,2.4284221319874817,1.5898270971139805
1783100895.3330612,0.0,0.0088753700256347,fau_objects,0,green,green_buoy,90.01824951171875,8.123191165777955,-0.3552351709229732,8.130954848136453,-0.0437031423573243,-27.73820874899149,34.05410286801252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,8.123191165777955,-0.3552351709229732,8.130954848136453,-0.0437031423573243,-27.73820874899149,34.05410286801252,-19.609718322753903,33.85392761230469,-3.12251091003418,0.0088753700256347,1.0,-27.54559,36.482525,2.4360492674799645,1,0.1926187489914888,2.4284221319874817,1.5898270971139805
1783100895.3623457,0.0,0.0381598472595214,fau_objects,0,green,green_buoy,90.01824951171875,6.689156245866187,-0.3755842547415485,6.699692143227208,-0.0560893323429911,-26.304823168926895,34.1018104732921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.689156245866187,-0.3755842547415485,6.699692143227208,-0.0560893323429911,-26.304823168926895,34.1018104732921,-19.609718322753903,33.85392761230469,-3.12251091003418,0.0381598472595214,1.0,-27.54559,36.482525,2.6846422455830576,0,-1.2407668310731061,2.380714526707905,1.7265532350706818
1783100895.3939986,0.0,0.0698127746582031,fau_objects,0,green,green_buoy,90.15768432617188,6.689984746710979,-0.3772264707675912,6.700611593091584,-0.0563270998635041,-26.306017354012024,34.094291930465594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.689984746710979,-0.3772264707675912,6.700611593091584,-0.0563270998635041,-26.306017354012024,34.094291930465594,-19.609718322753903,33.85392761230469,-3.121145248413086,0.0698127746582031,1.0,-27.54559,36.482525,2.690761516578416,0,-1.2395726459879768,2.388233069534408,1.7299188341181289
1783100895.4220264,0.0,0.0080530643463134,fau_objects,0,green,green_buoy,90.15768432617188,6.677897471313169,-0.3713483342313612,6.688214576604673,-0.0555513571965722,-26.293812421084944,34.08866215889593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.677897471313169,-0.3713483342313612,6.688214576604673,-0.0555513571965722,-26.293812421084944,34.08866215889593,-19.609718322753903,33.85392761230469,-3.121145248413086,0.0080530643463134,1.0,-27.54559,36.482525,2.7013934199026455,0,-1.251777578915057,2.393862841104074,1.7357663809464552
1783100895.4523118,0.0,0.0383384227752685,fau_objects,0,green,green_buoy,91.58100128173828,6.689231874434316,-0.375039915594431,6.699737159638214,-0.0560075794559604,-26.3052199328523,34.0921212255837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.689231874434316,-0.375039915594431,6.699737159638214,-0.0560075794559604,-26.3052199328523,34.0921212255837,-19.609718322753903,33.85392761230469,-3.121145248413086,0.0383384227752685,1.0,-27.54559,36.482525,2.6930555338165014,0,-1.2403700671477011,2.390403774416299,1.731180543599076
1783100895.4822958,0.0,0.0683224201202392,fau_objects,0,green,green_buoy,90.82899475097656,6.688329239066561,-0.3775047250538584,6.698974386246799,-0.0563824835102785,-26.30436788161809,34.09460397506214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.688329239066561,-0.3775047250538584,6.698974386246799,-0.0563824835102785,-26.30436788161809,34.09460397506214,-19.609718322753903,33.85392761230469,-3.121145248413086,0.0683224201202392,1.0,-27.54559,36.482525,2.6912449105387557,0,-1.2412221183819092,2.38792102493786,1.7301847007963158
1783100895.5139875,0.0,0.010162353515625,fau_objects,0,green,green_buoy,89.8056640625,6.69744775769095,-0.3699849552542765,6.70765945275355,-0.0551865857923322,-26.31361399746059,34.07860096800826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.69744775769095,-0.3699849552542765,6.70765945275355,-0.0551865857923322,-26.31361399746059,34.07860096800826,-19.609718322753903,33.85392761230469,-3.11990737915039,0.010162353515625,1.0,-27.54559,36.482525,2.701224837443271,0,-1.2319760025394118,2.4039240319917425,1.7356736605937992
1783100895.543086,0.0,0.0392608642578125,fau_objects,0,green,green_buoy,89.73388671875,6.687011224631399,-0.3760134935862375,6.6975745808244085,-0.0561712744781181,-26.303310638463003,34.0848543902785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.687011224631399,-0.3760134935862375,6.6975745808244085,-0.0561712744781181,-26.303310638463003,34.0848543902785,-19.609718322753903,33.85392761230469,-3.11990737915039,0.0392608642578125,1.0,-27.54559,36.482525,2.700385595581314,0,-1.2422793615369976,2.3976706097215015,1.7352120775697228
1783100895.573677,0.0,0.0698518753051757,fau_objects,0,green,green_buoy,89.66165924072266,6.702087608504451,-0.388319251959436,6.7133278002426815,-0.0578753385854493,-26.318650310465,34.0968303454679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.702087608504451,-0.388319251959436,6.7133278002426815,-0.0578753385854493,-26.318650310465,34.0968303454679,-19.609718322753903,33.85392761230469,-3.11990737915039,0.0698518753051757,1.0,-27.54559,36.482525,2.6827075849632385,0,-1.2269396895350013,2.3856946545321023,1.7254891717297813
1783100895.6024349,0.0,0.0103375911712646,fau_objects,0,green,green_buoy,89.66165924072266,6.702087608504451,-0.388319251959436,6.7133278002426815,-0.0578753385854493,-26.296691415061886,34.101282631648736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.702087608504451,-0.388319251959436,6.7133278002426815,-0.0578753385854493,-26.296691415061886,34.101282631648736,-19.587560653686523,33.86393356323242,-3.11907958984375,0.0103375911712646,1.0,-27.54559,36.482525,2.688877626871772,0,-1.2488985849381145,2.3812423683512662,1.7288826947794746
1783100895.6320524,0.0,0.0399551391601562,fau_objects,0,green,green_buoy,89.9478530883789,6.69664887290276,-0.3794104881035799,6.70738834759348,-0.0565962629233619,-26.29105351105422,34.0924985576062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.69664887290276,-0.3794104881035799,6.70738834759348,-0.0565962629233619,-26.29105351105422,34.0924985576062,-19.587560653686523,33.86393356323242,-3.11907958984375,0.0399551391601562,1.0,-27.54559,36.482525,2.6992754949130315,0,-1.2545364889457815,2.390026442393804,1.7346015222021676
1783100895.6639917,0.0,0.0718941688537597,fau_objects,0,green,green_buoy,89.87698364257812,6.690549413535959,-0.3828734961368766,6.701495621800438,-0.0571636714590871,-26.28503355367616,34.09609799400267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.690549413535959,-0.3828734961368766,6.701495621800438,-0.0571636714590871,-26.28503355367616,34.09609799400267,-19.587560653686523,33.86393356323242,-3.11907958984375,0.0718941688537597,1.0,-27.54559,36.482525,2.698895405406068,0,-1.2605564463238395,2.3864270059973336,1.7343924729733375
1783100895.693187,0.0,0.0134375095367431,fau_objects,0,green,green_buoy,90.15768432617188,6.7159281996832245,-0.3825837075176665,6.726816622783642,-0.0569051138051003,-26.310574761762894,34.09008214086309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.7159281996832245,-0.3825837075176665,6.726816622783642,-0.0569051138051003,-26.310574761762894,34.09008214086309,-19.587560653686523,33.86393356323242,-3.11831283569336,0.0134375095367431,1.0,-27.54559,36.482525,2.692405146502485,0,-1.2350152382371071,2.3924428591369136,1.7308228305763669
1783100895.722525,0.0,0.0427753925323486,fau_objects,0,green,green_buoy,90.15768432617188,6.7159281996832245,-0.3825837075176665,6.726816622783642,-0.0569051138051003,-26.310574761762894,34.09008214086309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.7159281996832245,-0.3825837075176665,6.726816622783642,-0.0569051138051003,-26.310574761762894,34.09008214086309,-19.587560653686523,33.86393356323242,-3.11831283569336,0.0427753925323486,1.0,-27.54559,36.482525,2.692405146502485,0,-1.2350152382371071,2.3924428591369136,1.7308228305763669
1783100895.753564,0.0,0.0738146305084228,fau_objects,0,green,green_buoy,90.01824951171875,6.712370168564074,-0.3784532842247116,6.723030579148764,-0.056321838627155,-26.30692154792046,34.08603565959595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.712370168564074,-0.3784532842247116,6.723030579148764,-0.056321838627155,-26.30692154792046,34.08603565959595,-19.587560653686523,33.86393356323242,-3.11831283569336,0.0738146305084228,1.0,-27.54559,36.482525,2.6976769066823727,0,-1.2386684520795406,2.3964893404040524,1.7337222986753051
1783100895.7830873,0.0,0.0162136554718017,fau_objects,0,green,green_buoy,90.01824951171875,6.712370168564074,-0.3784532842247116,6.723030579148764,-0.056321838627155,-26.30692154792046,34.08603565959595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,6.712370168564074,-0.3784532842247116,6.723030579148764,-0.056321838627155,-26.30692154792046,34.08603565959595,-19.587560653686523,33.86393356323242,-3.11831283569336,0.0162136554718017,1.0,-27.54559,36.482525,2.6976769066823727,0,-1.2386684520795406,2.3964893404040524,1.7337222986753051
